1Amide,1Amine,2Amide,2Amine,3Amide,3Amine,Abraham AH,Abraham BH,Abraham L16,Abraham Pi,Abraham R2,Abraham Vx,Acid,Alcohol,Alkene,Amide,Amine,Anhydride,Anilines,Aromatic,Auto-Ignition,Avoidance,BP,CAS,Marker,Solvent Count,One (Hide),PP_X-Axis_CompField,PP_Y-Axis_CompField,FG_X-Axis_CompField,FG_Y-Axis_CompField,Hints and Tips,PCA2D_X-Axis_CompField,Hints,Carbonate,Chloro,Conformers TZVP-Fine,Conformers TZVP,DBIDRef TZVP-Fine,DBIDRef TZVP,Density,Dielectric,Dipole,ETN,Environmental Link,Environmental,Ester,Ether,Extension TZVP-Fine,Extension TZVP,ICH_X-Axis_CompField,VAP_X-Axis_CompField,Filename TZVP,Flammability Score,Flammability,Flash Point,Fluoro,Formula,General,Gutmann,Halogen,Hansen Disp,Hansen H-Bond,Hansen Polar,Health,Heat Capacity,Heteroaromatic Amines,Hildebrand,Hvap,Hydrocarbon,ICH Class,ICH Limit,ICH_Y-Axis_CompField,ID,Impact in Air,Impact in Water,In Ch I Key,In Ch I,Ketone/Aldehyde,LCA,MP,Miscibility,Mol. Wt.,Name,Nitrile,Nitro,Nitrogen Bases,Number of Records,Octant,Other,PC1,PC2,PC3,PC4,PC5,PCA2D_Y-Axis_CompField,PCA2D_mColor_CompField,Phosphorus Containing,Quadrant,Reactivity Literature,Reactivity,Refractive Index,Smiles,Silicone,Solubility of Water,Solvatochromic Alpha,Solvatochromic Beta,Solvatochromic Pi*,Static,Sulfide,Sulfite,Sulfone,Sulfoxide,Sulfur Containing,T-Rating,Urea,HEAT_X-Axis_CompField,VOC Potential,Vapour Pressure,Viscosity Score,Viscosity,log Pow
N,N,N,N,N,N,0,0.45,3.84,0.6,0.07,1.169,N,N,N,N,N,N,N,N,357,N,146,628-63-7,,Solvent Count,1,2.41815,1.04865,2.41815,1.04865,Hints and Tips,2.41815,Hints and Tips,N,N,2,2,4,1,0.88,,1.93,,,,Y,N,cosmo,cosmo,2.41815,179,n-pentylacetate,3,Class IC,25,N,C7H14O2,,,N,,,,,2254,N,8.4,294,N,,,1.04865,179,,,PGMYKACGEOXYJE-UHFFFAOYSA-N,"InChI=1S/C7H14O2/c1-3-4-5-6-9-7(2)8/h3-6H2,1-2H3",N,,-70.8,N,130.185,n-Pentyl Acetate,N,N,N,1,4,N,2.41815,1.04865,-0.111091,-1.67326,1.35817,1.04865,146,N,4,,,1.4,CCCCCOC(=O)C,N,,,,,,N,N,N,N,N,T2,N,179,1,3,0,0.916,
N,N,N,N,N,N,,,,,,0.888,N,N,N,N,N,N,N,N,,N,102.8,623-42-7,,Solvent Count,1,0.635703,-0.978522,0.635703,-0.978522,Hints and Tips,0.635703,Hints and Tips,N,N,1,1,4,1,0.891,5.5,1.72,,,,Y,N,cosmo,cosmo,0.635703,181,methylbutyrate,3,Class IB,14,N,C5H10O2,,,N,,,,,2165,N,8.8,561,N,,,-0.978522,181,,,UUIQMZJEGPQKFD-UHFFFAOYSA-N,"InChI=1S/C5H10O2/c1-3-4-5(6)7-2/h3-4H2,1-2H3",N,,-85.8,N,102.132,Methyl Butyrate,N,N,N,1,0,N,0.635703,-0.978522,-1.23137,-1.90409,1.16351,-0.978522,102.8,N,0,,,1.386,CCCC(=O)OC,N,,,,,,N,N,N,N,N,Not Assigned,N,181,2,24.3,0,0.577,1.29
N,N,N,N,N,N,,,,,,0.888,N,N,N,N,N,N,N,N,477,N,99,105-37-3,,Solvent Count,1,0.538726,-0.939867,0.538726,-0.939867,Hints and Tips,0.538726,Hints and Tips,N,N,3,3,4,1,0.88,,1.75,,,,Y,N,cosmo,cosmo,0.538726,209,ethylpropionate,3,Class IB,12,N,C5H10O2,,17.1,N,,,,,,N,8.8,438,N,,,-0.939867,209,,,FKRCODPIKNYEAC-UHFFFAOYSA-N,"InChI=1S/C5H10O2/c1-3-5(6)7-4-2/h3-4H2,1-2H3",N,,-73.9,N,102.132,Ethyl propionate,N,N,N,1,0,N,0.538726,-0.939867,-1.48334,-2.28471,1.03072,-0.939867,99,N,0,,,1.38,CCOC(=O)CC,N,,0,0.42,0.47,,N,N,N,N,N,T1,N,209,2,28.3,0,0.53,1.21
N,N,N,N,N,N,,,,,,0.747,N,N,N,N,N,N,N,N,469,N,80,554-12-1,,Solvent Count,1,-0.740185,-1.83783,-0.740185,-1.83783,Hints and Tips,-0.740185,Hints and Tips,N,N,1,1,4,1,0.908,6.2,1.67,,,,Y,N,cosmo,cosmo,-0.740185,180,methylpropionate,3,Class IB,-2,N,C4H8O2,,11,N,,,,,2157,N,9.1,420,N,,,-1.83783,180,,,RJUFJBKOKNCXHH-UHFFFAOYSA-N,"InChI=1S/C4H8O2/c1-3-4(5)6-2/h3H2,1-2H3",N,,-87.5,N,88.105,Methyl Propionate,N,N,N,1,1,N,-0.740185,-1.83783,-1.9521,-2.04831,1.17614,-1.83783,80,N,0,,,1.376,CCC(=O)OC,N,,,,,,N,N,N,N,N,T1,N,180,2,65,0,0.458,0.84
N,N,N,N,N,N,0,0.38,2.43,0.63,0.13,0.747,N,N,N,N,N,N,N,N,455,N,80.8,110-74-7,,Solvent Count,1,-0.666575,-2.23499,-0.666575,-2.23499,Hints and Tips,-0.666575,Hints and Tips,N,N,2,2,4,1,0.9,7.7,1.83,,,,Y,N,cosmo,cosmo,-0.666575,166,n-propylformate,3,Class IB,-3,N,C4H8O2,,,N,,,,,2156,N,9,,N,,,-2.23499,166,,,KFNNIILCVOLYIR-UHFFFAOYSA-N,"InChI=1S/C4H8O2/c1-2-3-6-4-5/h4H,2-3H2,1H3",N,,-92.9,N,88.105,Propyl Formate,N,N,N,1,1,N,-0.666575,-2.23499,-1.84201,-1.81675,1.8354,-2.23499,80.8,N,0,,,1.377,CCCOC=O,N,,,,,,N,N,N,N,N,T1,N,166,2,62.7,0,0.527,0.83
N,N,N,N,N,N,0,0.38,2.96,0.63,0.12,0.888,N,N,N,N,N,N,N,N,322,N,106.1,592-84-7,,Solvent Count,1,0.414017,-1.249,0.414017,-1.249,Hints and Tips,0.414017,Hints and Tips,N,N,2,2,5,2,0.89,,2.03,,,,Y,N,cosmo,cosmo,0.414017,167,Butyl_formate,3,Class IB,18,N,C5H10O2,,,N,,,,,2194,N,8.9,361,N,,,-1.249,167,,,NMJJFJNHVMGPGM-UHFFFAOYSA-N,"InChI=1S/C5H10O2/c1-2-3-4-7-5-6/h5H,2-4H2,1H3",N,,-91.9,N,102.132,Butyl Formate,N,N,N,1,0,N,0.414017,-1.249,-1.19832,-1.51051,1.88263,-1.249,106.1,N,0,,,1.39,CCCCOC=O,N,,,,,,N,N,N,N,N,T2,N,167,2,21.7,0,0.674,
N,N,N,N,N,N,0,0.45,2.82,0.6,0.09,0.888,N,N,N,N,N,N,N,N,450,N,101.6,109-60-4,,Solvent Count,1,0.370835,-0.61374,0.370835,-0.61374,Hints and Tips,0.370835,Hints and Tips,N,N,2,2,4,1,0.883,6,1.79,0.21,,,Y,N,cosmo,cosmo,0.370835,203,n-propylacetate,3,Class IB,15,N,C5H10O2,,16,N,,,,,2159,N,8.8,345,N,,,-0.61374,203,,,YKYONYBAUNKHLG-UHFFFAOYSA-N,"InChI=1S/C5H10O2/c1-3-4-7-5(2)6/h3-4H2,1-2H3",N,,-95,N,102.132,n-Propyl acetate,N,N,N,1,0,N,0.370835,-0.61374,-1.46604,-2.01997,1.20246,-0.61374,101.6,N,0,,,1.384,CCCOC(=O)C,N,,,,,,N,N,N,N,N,T2,N,203,2,24.8,0,0.585,1.24
N,N,N,N,N,N,0,0.38,1.85,0.66,0.15,0.606,N,N,N,N,N,N,N,N,455,N,54.2,109-94-4,,Solvent Count,1,-1.62046,-3.06415,-1.62046,-3.06415,Hints and Tips,-1.62046,Hints and Tips,N,N,2,2,4,1,0.915,7.2,1.94,0.32,,,Y,N,cosmo,cosmo,-1.62046,165,ethylformate,3,Class IB,-20,N,C3H6O2,,,N,7.6,4.1,4.1,,2109,N,9.3,271,N,,,-3.06415,165,,,WBJINCZRORDGAQ-UHFFFAOYSA-N,"InChI=1S/C3H6O2/c1-2-5-3-4/h3H,2H2,1H3",N,,-76.9,N,74.079,Ethyl Formate,N,N,N,1,1,N,-1.62046,-3.06415,-2.54326,-2.04004,1.91163,-3.06415,54.2,N,1,,,1.36,CCOC=O,N,,0,0.36,0.61,,N,N,N,N,N,T1,N,165,3,194.5,0,0.403,0.23
N,N,N,N,N,N,0,0.47,,0.57,0.05,1.028,N,N,N,N,N,N,N,N,423,N,117.3,110-19-0,3,Solvent Count,1,1.326,0.124708,1.326,0.124708,Hints and Tips,1.326,Hints and Tips,N,N,2,2,5,2,0.87,5.6,1.87,,,,Y,N,cosmo,cosmo,1.326,74,Isobutylacetate,3,Class IB,18,N,C6H12O2,Racemic mixture - Could be problematic for asymmetric reactions.,,N,7.4,3.1,1.8,,2225,N,8.4,314,N,3,5000,0.124708,74,,,GJRQTCIYDGXPES-UHFFFAOYSA-N,"InChI=1S/C6H12O2/c1-5(2)4-8-6(3)7/h5H,4H2,1-3H3",N,,-98.9,N,116.158,iso-Butyl Acetate,N,N,N,1,0,N,1.326,0.124708,-0.885963,-2.02613,1.2386,0.124708,117.3,N,0,,,1.39,CC(COC(=O)C)C,N,,,,,,N,N,N,N,N,T2,N,74,1,15,0,0.698,1.78
N,N,N,N,N,N,,,,,,1.244,N,N,N,N,N,N,N,N,,N,186,623-84-7,,Solvent Count,1,0.930551,3.81141,0.930551,3.81141,Hints and Tips,0.930551,Hints and Tips,N,N,7,7,5,2,1.06,,,,,,Y,N,cosmo,cosmo,0.930551,231,"Propylene_Glycol_1,2-Diacetate",Not Assigned,Not Assigned,,N,C7H12O4,Racemic mixture - Could be problematic for asymmetric reactions.,,N,,,,,,N,,,N,,,3.81141,231,,,MLHOXUWWKVQEJB-UHFFFAOYSA-N,"InChI=1S/C7H12O4/c1-5(11-7(3)9)4-10-6(2)8/h5H,4H2,1-3H3",N,,-31,N,160.168,"1,2-Diacetoxypropane",N,N,N,1,8,N,0.930551,3.81141,0.543572,-0.460096,2.31403,3.81141,186,N,4,,,1.413,CC(=O)OCC(OC(=O)C)C,N,,,,,,N,N,N,N,N,Not Assigned,N,231,,,,,
N,N,N,N,N,N,,,,,,0.779,N,N,N,N,N,N,N,N,,N,207.5,108-29-2,,Solvent Count,1,-2.07999,0.986893,-2.07999,0.986893,Hints and Tips,-2.07999,Hints and Tips,N,N,1,1,5,2,1.103,36.1,4.3,,,,Y,N,cosmo,cosmo,-2.07999,157,gamma-valerolactone,1,Class IIIA,81,N,C5H8O2,Racemic mixture - Could be problematic for asymmetric reactions.,,N,,,,,1720,N,11.2,505,N,,,0.986893,157,,,GAEKPEKOJKCEMS-UHFFFAOYSA-N,"InChI=1S/C5H8O2/c1-4-2-3-5(6)7-4/h4H,2-3H2,1H3",N,,-31,Y,100.116,5-Methyldihydrofuran-2(3H)-one [gamma-valerolactone],N,N,N,1,3,N,-2.07999,0.986893,-2.05341,1.05551,2.226,0.986893,207.5,N,0,,,1.457,CC1CCC(=O)O1,N,,,,,,N,N,N,N,N,Not Assigned,N,157,1,0.3,1,5.427,
N,N,N,N,N,N,,,,,,0.638,N,N,N,N,N,N,N,N,455,N,204.4,96-48-0,,Solvent Count,1,-3.94934,-0.431024,-3.94934,-0.431024,Hints and Tips,-3.94934,Hints and Tips,N,N,1,1,5,2,1.125,41,4.27,0.42,,,Y,N,cosmo,cosmo,-3.94934,172,butyrolactone,1,Class IIIB,98,N,C4H6O2,,18,N,9.3,3.6,8.1,,1449,N,12.9,371,N,,,-0.431024,172,,,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,N,,-43.4,Y,86.089,Dihydrofuran-2(3H)-one [Butyrolactone],N,N,N,1,1,N,-3.94934,-0.431024,-2.89993,1.62084,2.45143,-0.431024,204.4,N,1,,,1.437,O=C1CCCO1,N,,0,0.49,0.87,,N,N,N,N,N,T1,N,172,1,0.2,1,1.634,-0.64
N,N,N,N,N,N,,,,,,1.103,N,N,N,N,N,N,N,N,482,N,190.5,111-55-7,,Solvent Count,1,-0.216736,3.40473,-0.216736,3.40473,Hints and Tips,-0.216736,Hints and Tips,N,N,8,8,5,2,1.1,,2.34,,,,Y,N,cosmo,cosmo,-0.216736,171,Ethylene_glycol_diacetate,1,Class IIIA,88,N,C6H10O4,,,N,,,,,1666,N,10,524,N,,,3.40473,171,,,JTXMVXSTHSMVQF-UHFFFAOYSA-N,"InChI=1S/C6H10O4/c1-5(7)9-3-4-10-6(2)8/h3-4H2,1-2H3",N,,-31,Y,146.141,"Ethane-1,2-diyl diacetate [Ethylene glycol diacetate]",N,N,N,1,3,N,-0.216736,3.40473,-0.0766134,0.349723,2.52044,3.40473,190.5,N,3,,,1.42,CC(=O)OCCOC(=O)C,N,,,,,,N,N,N,N,N,T1,N,171,1,0,1,2.681,
N,N,N,N,N,N,0,0.38,1.24,0.68,0.19,0.465,N,N,N,N,N,N,N,N,456,N,31.5,107-31-3,,Solvent Count,1,-2.7394,-4.36315,-2.7394,-4.36315,Hints and Tips,-2.7394,Hints and Tips,N,N,1,1,4,1,0.967,8.7,1.77,0.346,,,Y,N,cosmo,cosmo,-2.7394,164,methylformate,3,Class IA,-19,N,C2H4O2,,,N,,,,,2045,N,9.9,509,N,,,-4.36315,164,,,TZIHFWKZFHZASV-UHFFFAOYSA-N,"InChI=1S/C2H4O2/c1-4-2-3/h2H,1H3",N,,-99,Y,60.052,Methyl Formate,N,N,N,1,1,N,-2.7394,-4.36315,-2.99058,-2.02339,2.15273,-4.36315,31.5,N,1,,,1.343,COC=O,N,,0,0.37,0.62,,N,N,N,N,N,T1,N,164,3,486.6,0,0.347,0.03
N,N,N,N,N,N,0,0.45,1.91,0.64,0.14,0.606,N,N,N,N,N,N,N,N,502,N,57,79-20-9,3,Solvent Count,1,-1.73145,-2.54602,-1.73145,-2.54602,Hints and Tips,-1.73145,Hints and Tips,N,N,1,1,4,1,0.928,6.9,1.69,0.253,,,Y,N,cosmo,cosmo,-1.73145,77,methylacetate,3,Class IB,-10,N,C3H6O2,,16.4,N,7.6,3.7,3.5,,2068,N,9.5,403,N,3,5000,-2.54602,77,,,KXKVLQRXCPHEJC-UHFFFAOYSA-N,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,N,,-98.1,Y,74.079,Methyl Acetate,N,N,N,1,1,N,-1.73145,-2.54602,-2.8433,-2.06339,1.13524,-2.54602,57,N,1,,,1.361,COC(=O)C,N,226.83,0,0.42,0.6,,N,N,N,N,N,T1,N,77,3,172.3,0,0.389,0.18
N,N,N,N,N,N,0,0.45,3.35,0.6,0.07,1.028,N,N,N,N,N,N,N,N,421,N,125.9,123-86-4,3,Solvent Count,1,1.58361,0.124714,1.58361,0.124714,Hints and Tips,1.58361,Hints and Tips,N,N,2,2,4,1,0.876,5,1.86,0.241,,,Y,N,cosmo,cosmo,1.58361,81,n-butylacetate,3,Class IB,22,N,C6H12O2,,15,N,7.7,3.1,1.8,1,,N,8.7,234,N,3,5000,0.124714,81,1,1,DKPFZGUDAPQIHT-UHFFFAOYSA-N,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",N,1,-73.5,N,116.158,n-Butyl Acetate,N,N,N,1,0,N,1.58361,0.124714,-0.800722,-1.90324,1.18449,0.124714,125.9,N,0,,,1.394,CCCCOC(=O)C,N,,0,,0.46,1,N,N,N,N,N,T2,N,81,1,8.3,0,0.73,1.82
N,N,N,N,N,N,0,0.47,,0.57,0.06,0.888,N,N,N,N,N,N,N,N,460,N,88.5,108-21-4,3,Solvent Count,1,0.187871,-0.7808,0.187871,-0.7808,Hints and Tips,0.187871,Hints and Tips,N,N,2,2,4,1,0.87,,1.75,,,,Y,N,cosmo,cosmo,0.187871,75,isopropylacetate,3,Class IB,2,N,C5H10O2,,17.5,N,,,,2,2201,N,8.6,348,N,3,5000,-0.7808,75,1,1,JMMWKPVZQRWMSS-UHFFFAOYSA-N,"InChI=1S/C5H10O2/c1-4(2)7-5(3)6/h4H,1-3H3",N,2,-73.4,N,102.132,iso-Propyl Acetate,N,N,N,1,0,N,0.187871,-0.7808,-1.56879,-2.27746,1.01566,-0.7808,88.5,N,0,,,1.38,CC(OC(=O)C)C,N,,,,,1,N,N,N,N,N,T1,N,75,2,46.9,0,0.509,1.22
N,N,N,N,N,N,0,0.45,2.31,0.62,0.11,0.747,N,N,N,N,N,N,N,N,427,N,77.2,141-78-6,3,Solvent Count,1,-0.649342,-1.50367,-0.649342,-1.50367,Hints and Tips,-0.649342,Hints and Tips,N,N,2,2,4,1,0.895,6,1.78,0.228,,,Y,N,cosmo,cosmo,-0.649342,66,ethylacetate,3,Class IB,-4,N,C4H8O2,,17.1,N,7.7,3.5,2.6,2,2113,N,8.9,360,N,3,5000,-1.50367,66,1,1,XEKOWRVHYACXOJ-UHFFFAOYSA-N,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",N,2,-83.6,N,88.105,Ethyl Acetate,N,N,N,1,1,N,-0.649342,-1.50367,-2.24681,-2.20261,1.0132,-1.50367,77.2,N,0,,Hydrolyses at extremes of pH,1.372,CCOC(=O)C,N,80.17,0,0.45,0.55,1,N,N,N,N,N,T2,N,66,2,73.8,0,0.451,0.73
N,N,N,N,N,N,,,,,,1.228,N,N,N,N,N,N,N,N,377,N,169.7,763-69-9,,Solvent Count,1,1.97897,-0.0824705,1.97897,-0.0824705,Hints and Tips,1.97897,Hints and Tips,N,N,2,2,5,2,0.789,,0,,,,Y,Y,cosmo,cosmo,1.97897,267,Ethyl_3-Ethoxypropionate,1,Class IIIB,138,N,C7H14O3,,,N,7.6,4.3,1.6,,2407,N,9,437,N,,,-0.0824705,267,,,BHXIWUJLHYHGSJ-UHFFFAOYSA-N,"InChI=1S/C7H14O3/c1-3-9-6-5-7(8)10-4-2/h3-6H2,1-2H3",N,,,N,146.184,Ethyl 3-Ethoxypropionate,N,N,N,1,0,N,1.97897,-0.0824705,0.203245,-2.74958,1.68665,-0.0824705,169.7,N,0,,,1.4,CCOCCC(=O)OCC,N,,,,,,N,N,N,N,N,T2,N,267,1,0.9,1,1.287,
N,N,N,N,N,N,,,,,,1.709,N,N,N,N,N,N,N,N,,N,246.7,124-17-4,,Solvent Count,1,3.63892,7.71894,3.63892,7.71894,Hints and Tips,3.63892,Hints and Tips,N,N,6,6,5,2,0.977,,,,,,Y,Y,cosmo,cosmo,3.63892,246,Butyl_Carbitol_Acetate,1,Class IIIB,105,N,C10H20O4,,,N,7.8,4,2,,2058,N,9.1,623,N,,,7.71894,246,,,VXQBJTKSVGFQOL-UHFFFAOYSA-N,"InChI=1S/C10H20O4/c1-3-4-5-12-6-7-13-8-9-14-10(2)11/h3-9H2,1-2H3",N,,-32,N,204.263,Butyl Carbitol Acetate [2-(2-Butoxyethoxy)ethyl acetate],N,N,N,1,8,N,3.63892,7.71894,2.21787,-0.415515,1.74205,7.71894,246.7,N,4,,,1.426,CCCCOCCOCCOC(=O)C,N,,,,,,N,N,N,N,N,Not Assigned,N,246,1,0,1,6.224,
N,N,N,N,N,N,,,,,,1.087,N,N,N,N,N,N,N,N,379,N,156.3,111-15-9,,Solvent Count,1,-0.0392702,2.86111,-0.0392702,2.86111,Hints and Tips,-0.0392702,Hints and Tips,N,N,9,9,5,2,0.97,,2.25,,http://echa.europa.eu/web/guest/candidate-list-table,REACH Candidate list - consider alternatives,Y,Y,cosmo,cosmo,-0.0392702,134,2-Ethoxyethyl_acetate,2,Class II,54,N,C6H12O3,,,N,7.8,5.2,2.3,,2021,N,9.4,329,N,,,2.86111,134,,,SVONRAPFKPVNKG-UHFFFAOYSA-N,"InChI=1S/C6H12O3/c1-3-8-4-5-9-6(2)7/h3-5H2,1-2H3",N,,-61.7,N,132.158,2-Ethoxyethyl Acetate,N,N,N,1,3,N,-0.0392702,2.86111,-0.639804,-1.252,1.15176,2.86111,156.3,N,3,,,1.4,CCOCCOC(=O)C,N,,,,,,N,N,N,N,N,T2,N,134,1,1.5,1,1.413,
N,N,N,N,N,N,,,,,,1.244,N,N,N,N,N,N,N,N,431,N,190,623-84-7,,Solvent Count,1,0.386778,3.77853,0.386778,3.77853,Hints and Tips,0.386778,Hints and Tips,N,N,4,4,5,2,1.056,,,,,,Y,Y,cosmo,cosmo,0.386778,253,PGDA_Glycol_Ether,1,Class IIIB,95,N,C7H12O4,Racemic mixture - Could be problematic for asymmetric reactions.,,N,7.7,4.3,1.7,,,N,,,N,,,3.77853,253,,,MLHOXUWWKVQEJB-UHFFFAOYSA-N,"InChI=1S/C7H12O4/c1-5(11-7(3)9)4-10-6(2)8/h5H,4H2,1-3H3",N,,-75,Not Determined,160.168,PGDA Glycol Ether [Propylene glycol diacetate],N,N,N,1,8,N,0.386778,3.77853,0.2427,-0.306994,2.03981,3.77853,190,N,4,,,1.415,CC(=O)OCC(OC(=O)C)C,N,,,,,,N,N,N,N,N,T2,N,253,,,,,
N,N,N,N,N,N,,,,,,1.569,N,N,N,N,N,N,N,N,285,N,209,88917-22-0,,Solvent Count,1,3.09955,5.81533,3.09955,5.81533,Hints and Tips,3.09955,Hints and Tips,N,N,7,7,5,2,0.979,,0,,,,Y,Y,cosmo,cosmo,3.09955,261,DPMA_Glycol_Ether_Isomer01,1,Class IIIA,86,N,C9H18O4,Racemic mixture - Could be problematic for asymmetric reactions.,,N,7.4,2.1,2.6,,,N,8.5,,N,,,5.81533,261,,,LAVARTIQQDZFNT-UHFFFAOYSA-N,"InChI=1S/C9H18O4/c1-7(5-11-4)12-6-8(2)13-9(3)10/h7-8H,5-6H2,1-4H3",N,,-25,Not Determined,190.237,DPMA Glycol Ether [Dipropylene glycol methyl ether acetate],N,N,N,1,8,N,3.09955,5.81533,1.21997,-0.913607,0.771386,5.81533,209,N,4,,,,COCC(OCC(OC(=O)C)C)C,N,,,,,,N,N,N,N,N,T3,N,261,1,0.1,,,
N,N,N,N,N,N,,,,,,1.087,N,N,N,N,N,N,N,N,333,N,146,108-65-6,,Solvent Count,1,-0.669863,1.83572,-0.669863,1.83572,Hints and Tips,-0.669863,Hints and Tips,N,N,10,10,5,2,0.968,,1.8,,,,Y,Y,cosmo,cosmo,-0.669863,252,PMA_Glycol_Ether,2,Class II,42,N,C6H12O3,Racemic mixture - Could be problematic for asymmetric reactions.,,N,7.9,3.2,3,,1955,N,9,202,N,,,1.83572,252,,,LLHKCFNBLRBOGN-UHFFFAOYSA-N,"InChI=1S/C6H12O3/c1-5(4-8-3)9-6(2)7/h5H,4H2,1-3H3",N,,-66,Not Determined,132.158,PMA Glycol Ether [1-methoxy-2-propanol acetate],N,N,N,1,3,N,-0.669863,1.83572,-1.85387,4.56854,0.434328,1.83572,146,N,0,,,1.8,COCC(OC(=O)C)C,N,,,,,,N,N,N,N,N,T2,N,252,1,2.9,1,1.193,0.56
N,N,N,N,N,N,,,,,,1.044,N,N,N,N,N,N,N,N,295,N,180.9,141-97-9,,Solvent Count,1,-0.748251,2.35542,-0.748251,2.35542,Hints and Tips,-0.748251,Hints and Tips,N,N,4,4,5,2,1.02,15.7,2.96,0.577,,,Y,Y,cosmo,cosmo,-0.748251,135,Ethyl_acetoacetate,2,Class II,57,N,C6H10O3,,,N,,,,,1879,N,9.8,212,N,,,2.35542,135,,,XYIBRDXRRQCHLP-UHFFFAOYSA-N,"InChI=1S/C6H10O3/c1-3-9-6(8)4-5(2)7/h3-4H2,1-2H3",Y,,-39,N,130.142,"Ethyl 3-oxobutanoate [Ethyl acetoacetate, EAA]",N,N,N,1,3,N,-0.748251,2.35542,-0.696179,0.284149,1.88884,2.35542,180.9,N,0,,,1.421,CCOC(=O)CC(=O)C,N,,,,0.61,,N,N,N,N,N,T3,N,135,1,0.6,1,1.726,0.25
N,N,N,N,N,N,,,,,,0.664,N,N,N,N,N,N,N,N,458,N,90.3,616-38-6,,Solvent Count,1,-0.567427,-2.58546,-0.567427,-2.58546,Hints and Tips,-0.567427,Hints and Tips,Y,N,2,2,5,2,1.063,3.2,0.93,0.232,,,N,N,cosmo,cosmo,-0.567427,128,Dimethylcarbonate,3,Class IB,17,N,C3H6O3,,17.2,N,7.6,4.7,1.9,,1719,N,9.5,419,N,,,-2.58546,128,,,IEJIGPNLZYLLBP-UHFFFAOYSA-N,InChI=1S/C3H6O3/c1-5-3(4)6-2/h1-2H3,N,,4,N,90.078,Dimethyl Carbonate,N,N,N,1,1,N,-0.567427,-2.58546,-1.60665,-2.29901,1.54198,-2.58546,90.3,N,1,,,1.368,COC(=O)OC,N,,0,0.38,,,N,N,N,N,N,T1,N,128,,,0,0.618,
N,N,N,N,N,N,,,,,,0.946,N,N,N,N,N,N,N,N,445,N,126.5,105-58-8,,Solvent Count,1,1.593,-0.540137,1.593,-0.540137,Hints and Tips,1.593,Hints and Tips,Y,N,2,2,5,2,0.969,2.9,1.07,0.185,,,N,N,cosmo,cosmo,1.593,55,Diethylcarbonate,3,Class IC,25,N,C5H10O3,,16,N,8.1,3,1.5,,1913,N,8.5,215,N,,,-0.540137,55,,,OIFBSDVPJOWBCH-UHFFFAOYSA-N,"InChI=1S/C5H10O3/c1-3-7-5(6)8-4-2/h3-4H2,1-2H3",N,,-43,N,118.131,Diethyl Carbonate,N,N,N,1,0,N,1.593,-0.540137,-0.641984,-2.3487,1.28387,-0.540137,126.5,N,0,,,1.384,CCOC(=O)OCC,N,18.81,0,0.4,0.45,,N,N,N,N,N,T2,N,55,1,7.7,0,0.805,1.21
N,N,N,N,N,N,,,,,,0.697,N,N,N,N,N,N,N,N,455,N,241.7,108-32-7,,Solvent Count,1,-3.56352,-0.739374,-3.56352,-0.739374,Hints and Tips,-3.56352,Hints and Tips,Y,N,1,1,5,2,1.199,62.9,4.77,0.472,,,N,N,cosmo,cosmo,-3.56352,127,"1,2-Propylene_carbonate",1,Class IIIB,132,N,C4H6O3,Racemic mixture - are you forming a chiral centre ?,15.1,N,9.8,2,8.8,,1355,N,13.3,328,N,,,-0.739374,127,,,RUOJZAUFBMNUDX-UHFFFAOYSA-N,"InChI=1S/C4H6O3/c1-3-2-6-4(5)7-3/h3H,2H2,1H3",N,,-54.5,Y,102.089,"Propylene Carbonate [4-Methyl-1,3-dioxolan-2-one]",N,N,N,1,1,N,-3.56352,-0.739374,-2.16803,2.34958,4.65793,-0.739374,241.7,N,1,,,1.421,CC1COC(=O)O1,N,,0,0.4,0.83,,N,N,N,N,N,T1,N,127,1,0,1,2.698,-0.41
N,N,N,N,N,N,0,1.6,5.11,0.85,0.37,1.517,N,N,N,N,N,N,N,N,,Y,233,680-31-9,,Solvent Count,1,-1.45993,9.77762,-1.45993,9.77762,Hints and Tips,-1.45993,Hints and Tips,N,N,3,3,5,2,1.024,29,4.19,0.315,,Seriously ?  Just don't even think about it !,N,N,cosmo,cosmo,-1.45993,72,HMPT,1,Class IIIB,106,N,C6H18N3OP,,38.8,N,9,5.5,4.2,,1723,N,8.6,473,N,,,9.77762,72,,,GNOIPBMMFNIUFM-UHFFFAOYSA-N,"InChI=1S/C6H18N3OP/c1-7(2)11(10,8(3)4)9(5)6/h1-6H3",N,,7,Y,179.2,HMPA,N,N,N,1,3,N,-1.45993,9.77762,-1.00489,-0.144358,-1.27009,9.77762,233,Y,3,,,1.459,CN(P(=O)(N(C)C)N(C)C)C,N,,0,1.05,0.87,,N,N,N,N,N,Not Assigned,N,72,1,0,,,0.28
